id,title,body,category,priority
648,Errore all'apertura di il software di contabilità,Zoom impiega diversi minuti per avviarsi e talvolta si blocca durante il salvataggio dei documenti. L'errore 'File non trovato' compare una volta al giorno circa. Riesco a lavorare salvando più spesso. Allego lo screenshot dell'errore per facilitare la diagnosi. La situazione è gestibile ma andrebbe risolta nei prossimi giorni. Resto in attesa di aggiornamenti.,Tecnico,media
649,Impossibile caricare ordini nel gestionale,"Ho notato che il caricamento di nuovi ordini nel applicativo interno è leggermente più lento del solito. Non ci sono errori visibili ma i tempi di risposta sono aumentati rispetto alla settimana scorsa. Per qualsiasi chiarimento, sono disponibile.",Tecnico,bassa
650,Pagamento rifiutato dal sistema,"Il bonifico per lo studio Verdi è stato rifiutato, IBAN errato nel sistema di ticketing.",Amministrazione,bassa
651,Errore nell'importo della fattura #CNT-0033,"Ho riscontrato una discrepanza nell'importo della fattura #CNT-0033: risulta 990,00 euro invece della cifra concordata. La scadenza non è imminente ma vorrei risolvere con anticipo per evitare complicazioni. La situazione è gestibile ma andrebbe risolta nei prossimi giorni.",Amministrazione,media
652,Pagamento #2024-0654 non pervenuto,"Il bonifico #ORD-2287 di 89,90 euro del 22 novembre non risulta accreditato e il fornitore MegaStore Italia ha inviato un sollecito formale minacciando di sospendere le consegne se non riceve conferma entro questa settimana. La questione è legata a obblighi normativi in scadenza. Urgentissimo, il blocco è totale. Rimango in attesa, grazie.",Amministrazione,alta
653,Errore all'apertura di l'applicativo HR,Zoom impiega diversi minuti per avviarsi e talvolta si blocca durante il salvataggio dei documenti. L'errore 'Errore 403 - Forbidden' compare una volta al giorno circa. Riesco a lavorare salvando più spesso. Il problema sta impattando la generazione dei documenti contabili. Grazie per l'attenzione.,Tecnico,media
654,Nota di credito #FT-3392 non ricevuta,"Chiedo aggiornamenti sulla nota di credito relativa a #FT-4471. Nessuna premura ma vorrei tenere allineata la documentazione contabile. Quando è comodo per voi, non c'è alcuna premura. Grazie per l'attenzione.",Amministrazione,bassa
655,Compatibilità tablet aziendali con sistema del cliente,"Per completare il nostro catalogo interno, avrei bisogno delle schede tecniche aggiornate di stampanti multifunzione. Non ci sono richieste attive da parte dei clienti. Quando avete modo di verificare, con calma.",Commerciale,bassa
656,Richiesta cliente,"il distributore regionale ha fatto una richiesta. È un dettaglio minore, da gestire quando avete un momento libero.",Amministrazione,bassa
657,Condizioni speciali per ordine volume,"Per le prossime trattative con il fornitore Bianchi, vorrei capire fino a che percentuale di sconto possiamo arrivare. Nessuna trattativa aperta al momento. Stiamo valutando anche offerte alternative sul mercato. Potete contattarmi al mio interno per approfondire.",Commerciale,bassa
658,Pagamento #ORD-1145 non pervenuto,"Chiedo conferma che il bonifico #CNT-0033 del fine ottobre sia stato effettivamente disposto. Il beneficiario non ha segnalato problemi ma vorrei verificare per completezza documentale. Non è prioritario, lo segnalo solo per tenere traccia. Potete contattarmi al mio interno per approfondire.",Amministrazione,bassa
659,Errore nel caricamento ordini su applicativo interno,Alcuni ordini non vengono caricati correttamente nel sistema ERP. Il problema è intermittente: su dieci tentativi circa tre falliscono con 'Credenziali non valide'. Riesco a procedere riprovando ma è poco efficiente. Non è un'emergenza ma sarebbe opportuno intervenire a breve. Resto a disposizione per chiarimenti.,Tecnico,media
660,Errore nel calcolo ferie residue sul portale,"Il conteggio delle ferie residue sul sistema di ticketing non corrisponde ai miei calcoli. La differenza è di qualche giorno. Chiedo una verifica con i dati del foglio presenze. Il problema potrebbe avere impatti sulla operatività del reparto. Riesco a procedere ma con difficoltà, andrebbe risolto a breve. Se servono dettagli aggiuntivi, sono reperibile via email.",Amministrazione,media
661,Richiesta cliente,"l'azienda partner ha fatto una richiesta. Lo segnalo per completezza, non è nulla di importante.",Amministrazione,bassa
662,Ordine #2025-0112 senza copertura contabile,"L'ordine #2024-0871 è stato confermato al cliente ma il budget non è stato approvato dalla contabilità. Il cliente aspetta la consegna entro lunedì prossimo. Il sistema di ticketing registra correttamente il dato, il problema è nel contenuto. Vi ringrazio anticipatamente.",Amministrazione,alta
663,Compatibilità stampanti multifunzione con sistema del cliente,"il cliente principale deve decidere entro 15 del mese prossimo e gli mancano le specifiche tecniche di notebook aziendali. Hanno provato a consultare il CRM ma le informazioni non sono aggiornate. Se non rispondiamo oggi perdono la finestra di acquisto. La documentazione contrattuale è stata inviata al cliente. Situazione bloccante, è urgente. Se servono dettagli aggiuntivi, sono reperibile via email.",Commerciale,alta
664,Accesso negato al CRM: reset fallito,"Le mie credenziali di accesso al sistema di ticketing sono scadute e il reset non funziona. Non ricevo l'email con il link e senza accesso non posso elaborare i pagamenti dei fornitori in scadenza oggi. Il reparto risorse umane ha segnalato lo stesso problema. Urgente: rischiamo gravi conseguenze. Per qualsiasi chiarimento, sono disponibile.",Tecnico,alta
665,la multifunzione del piano non risponde ai comandi,"La stampante Ricoh SP non risponde a nessun comando e dobbiamo stampare la documentazione contrattuale per la riunione con il distributore regionale che è tra due ore. Nessuna delle altre stampanti del piano è disponibile. Rimango in attesa, grazie.",Tecnico,alta
666,Errore nel report,"Il report del software gestionale ha dati errati. È un problema critico, urgente.",Commerciale,alta
667,Aggiornamento dati anagrafici nel sistema,"Chiedo di aggiornare il mio indirizzo di residenza nel sistema aziendale. Il trasferimento è avvenuto il mese scorso e vorrei che i dati fossero allineati. Rallenta il lavoro in modo significativo, anche se riesco a procedere. Cordiali saluti.",Amministrazione,media
668,Email aziendale non sincronizzata,"Ogni tanto qualche email su l'applicativo HR arriva con qualche minuto di ritardo rispetto al telefono. Non crea problemi concreti ma volevo segnalarlo per completezza. Il problema è comparso dopo l'ultimo aggiornamento di sistema. È un dettaglio minore, da gestire quando avete un momento libero. Un saluto.",Tecnico,bassa
669,Errore durante la generazione documenti su piattaforma intranet,"Da un paio di giorni il portale aziendale impiega tempi molto lunghi per generare i documenti. Riesco a completare il lavoro ma con rallentamenti evidenti. L'errore 'Sessione scaduta' compare saltuariamente. Rallenta il lavoro in modo significativo, anche se riesco a procedere. Resto in attesa di aggiornamenti.",Tecnico,media
670,Errore durante la generazione documenti su sistema di ticketing,"Segnalo che il piattaforma intranet talvolta mostra un avviso durante la generazione dei documenti. Non impedisce il lavoro e il documento viene prodotto regolarmente, ma vorrei capire la causa dell'avviso. Quando avete modo di verificare, con calma. Cordiali saluti.",Tecnico,bassa
671,Prestazioni degradate del computer,Ho notato un leggero calo di prestazioni del PC nelle ultime settimane. Teams in particolare impiega qualche secondo in più per aprirsi. Per ora non è un problema ma potrebbe peggiorare. Allego lo screenshot dell'errore per facilitare la diagnosi. Potete contattarmi al mio interno per approfondire.,Tecnico,bassa
672,Accesso negato al applicativo interno: reset fallito,Mi è arrivato l'avviso che la password del sistema ERP scadrà tra 5 giorni. Ho provato a cambiarla in anticipo ma la procedura dà errore. Non è prioritario ma vorrei risolvere prima della scadenza. Resto in attesa di aggiornamenti.,Tecnico,bassa
673,Lentezza anomala della postazione,"Il PC è diventato molto lento: l'avvio richiede circa 10 minuti e passare da un'applicazione all'altra è frustrante. Riesco a lavorare ma la produttività ne risente parecchio. La situazione sta creando ritardi sugli ordini in lavorazione. Il problema è fastidioso, chiedo un controllo. Cordiali saluti.",Tecnico,media
674,Anagrafica fornitori da aggiornare,"Noto che alcune anagrafiche dei fornitori nel gestionale SAP hanno campi incompleti. Non crea problemi operativi ma sarebbe bene uniformare. GreenTech S.p.A. ha fatto presente la stessa discrepanza. Non è prioritario, lo segnalo solo per tenere traccia. Per qualsiasi chiarimento, sono disponibile.",Amministrazione,bassa
675,Errore all'apertura di il software di contabilità,Teams mostra un messaggio di avviso all'avvio ma funziona normalmente dopo averlo chiuso. È comparso dopo l'ultimo aggiornamento e vorrei sapere se è un comportamento noto. I colleghi del risorse umane confermano lo stesso comportamento. Grazie per l'attenzione.,Tecnico,bassa
676,Pagamento ordine #FT-3392 bloccato,"L'ordine #2024-0871 necessita di approvazione contabile prima della spedizione. Il cliente non ha ancora sollecitato. Il software gestionale registra correttamente il dato, il problema è nel contenuto. Sta peggiorando, meglio intervenire presto. In attesa di un vostro riscontro.",Amministrazione,media
677,Cliente lamenta problemi con il nostro servizio,"Un cliente ha menzionato di aver avuto qualche difficoltà con il nostro portale online. Non ha fatto un reclamo formale, lo riporto per conoscenza. Il reparto direzione ha confermato la disponibilità tecnica. Non è prioritario, lo segnalo solo per tenere traccia. Cordiali saluti.",Commerciale,bassa
678,BLOCCO EMISSIONE DOCUMENTI DAL APPLICATIVO INTERNO,"Segnalo che il portale aziendale talvolta mostra un avviso durante la generazione dei documenti. Non impedisce il lavoro e il documento viene prodotto regolarmente, ma vorrei capire la causa dell'avviso. Anche MegaStore Italia ci ha contattato per un disservizio simile. Nessuna premura, è solo una segnalazione. Resto a disposizione per chiarimenti.",Tecnico,bassa
679,Negoziazione termini di pagamento,"lo studio Verdi ha chiesto la possibilità di pagamento dilazionato per il prossimo ordine. Vorrei capire se possiamo offrire condizioni diverse da quelle standard. Confidiamo in una risposta rapida per procedere con l'ordine. Riesco a procedere ma con difficoltà, andrebbe risolto a breve. Resto a disposizione per chiarimenti.",Commerciale,media
680,Posta in arrivo non aggiornata,"Le email non arrivano su Outlook da stamattina. Ho verificato dal telefono e ci sono messaggi urgenti da GreenTech S.p.A. e dal reparto direzione che necessitano risposta entro oggi. Ho già provato a cambiare browser. Il reparto risorse umane ha segnalato lo stesso problema. Urgente, il lavoro è completamente fermo. Resto a disposizione per chiarimenti.",Tecnico,alta
681,Conteggio ferie errato nel sistema ERP,"Il portale HR mostra un residuo ferie errato: risultano molti meno giorni di quanti ne abbia effettivamente. Ho una ferie approvata la prossima settimana e temo che venga revocata se il dato non viene corretto. Il sistema di ticketing registra correttamente il dato, il problema è nel contenuto. Massima priorità, la situazione è insostenibile. In attesa di un vostro riscontro.",Amministrazione,alta
682,Fattura #2024-1093 con importo non corretto,"Ho riscontrato una discrepanza nell'importo della fattura #2024-1093: risulta 430,75 euro invece della cifra concordata. La scadenza non è imminente ma vorrei risolvere con anticipo per evitare complicazioni. Rallenta il lavoro in modo significativo, anche se riesco a procedere. Cordiali saluti.",Amministrazione,media
683,Rinnovo contratto #ORD-1145,"Segnalo che il contratto #FT-4471 scadrà tra qualche mese. Quando è il momento opportuno, vorrei capire se il rinnovo avverrà alle stesse condizioni o se serve rinegoziare. Ho verificato anche con il reparto marketing e confermano l'anomalia. È una cosa di poco conto, da risolvere con calma. Resto a disposizione per chiarimenti.",Amministrazione,bassa
684,Password scaduta su portale aziendale,"Mi è arrivato l'avviso che la password del gestionale SAP scadrà tra 5 giorni. Ho provato a cambiarla in anticipo ma la procedura dà errore. Non è prioritario ma vorrei risolvere prima della scadenza. Non è prioritario, quando avete tempo. Resto in attesa di aggiornamenti.",Tecnico,bassa
685,Impossibile connettersi alla VPN,"La VPN funziona ma la connessione è più lenta del solito, soprattutto accedendo a sistema ERP. Non è un problema grave perché vado in ufficio quasi tutti i giorni, ma nei giorni di smart working è percepibile. Il reparto vendite ha segnalato lo stesso problema. Rimango in attesa, grazie.",Tecnico,bassa
